instanceID,courseCode,teacherID,studyPeriod,academicYear
I-4648,1083,19910122-0077,4.0,2015-2016
I-4649,1032,19790618-0048,2.0,2015-2016
I-4650,1107,19750417-0051,3.0,2016-2017
I-4651,1030,19900201-0074,1.0,2016-2017
I-4652,1114,19901002-0085,1.0,2016-2017
I-4653,1090,19780815-0047,2.0,2016-2017
I-4654,1239,19761024-0034,4.0,2016-2017
I-4655,1218,19760108-0050,4.0,2016-2017
I-4656,1210,19930616-0127,3.0,2016-2017
I-4657,1132,19920828-0070,2.0,2016-2017
I-4658,1141,19750417-0051,3.0,2017-2018
I-4659,1123,19901002-0085,2.0,2017-2018
I-4660,1092,19751018-0039,1.0,2017-2018
I-4661,1074,19910404-0102,3.0,2017-2018
I-4662,1025,19760108-0050,4.0,2017-2018
I-4663,1296,19780424-0057,3.0,2017-2018
I-4664,1159,19900426-0089,2.0,2017-2018
I-4665,1151,19780317-0052,4.0,2017-2018
I-4666,1122,19900211-0140,3.0,2017-2018
I-4667,1071,19901002-0085,2.0,2017-2018
I-4668,1031,19910206-0081,1.0,2017-2018
I-4669,1083,19761024-0034,3.0,2018-2019
I-4670,1281,19900307-0105,2.0,2018-2019
I-4671,1061,19790717-0045,3.0,2018-2019
I-4672,1220,19931203-0066,2.0,2018-2019
I-4673,1201,19760524-0046,4.0,2018-2019
I-4674,1199,19900902-0090,4.0,2018-2019
I-4675,1124,19750102-0059,1.0,2018-2019
I-4676,1076,19901011-0119,2.0,2018-2019
I-4677,1056,19910122-0077,2.0,2018-2019
I-4678,1271,19750705-0033,4.0,2019-2020
I-4679,1136,19921201-0094,1.0,2019-2020
I-4680,1253,19921201-0094,1.0,2019-2020
I-4681,1237,19920217-0098,2.0,2019-2020
I-4682,1221,19780317-0052,2.0,2019-2020
I-4683,1203,19790702-0038,3.0,2019-2020
I-4684,1086,19750220-0037,2.0,2019-2020
I-4685,1007,19910404-0102,3.0,2019-2020
I-4686,1150,19770713-0042,3.0,2020-2021
I-4687,1258,19901108-0087,2.0,2020-2021
I-4688,1137,19921127-0120,1.0,2020-2021
I-4689,1228,19780317-0052,4.0,2020-2021
I-4690,1226,19750220-0037,3.0,2020-2021
I-4691,1185,19750220-0037,3.0,2020-2021
I-4692,1178,19771013-0040,1.0,2020-2021
I-4693,1232,19780602-0035,3.0,2021-2022
I-4694,1068,19750906-0032,1.0,2021-2022
I-4695,1282,19910421-0067,1.0,2021-2022
I-4696,1160,19780602-0035,4.0,2021-2022
I-4697,1032,19790702-0038,4.0,2021-2022
I-4698,1022,19750122-0056,2.0,2021-2022
I-4699,1286,19750417-0051,1.0,2021-2022
I-4700,1278,19761024-0034,3.0,2021-2022
I-4701,1239,19750512-0043,2.0,2021-2022
I-4702,1212,19790618-0048,2.0,2021-2022
I-4703,1199,19781217-0053,4.0,2021-2022
I-4704,1296,19781130-0054,2.0,2022-2023
I-4705,1053,19931118-0062,1.0,2022-2023
I-4706,1245,19900520-0063,1.0,2022-2023
I-4707,1238,19750417-0051,1.0,2022-2023
I-4708,1170,19771013-0040,1.0,2022-2023
I-4709,1288,19761009-0055,4.0,2022-2023
I-4710,1246,19750122-0056,4.0,2022-2023
I-4711,1186,19930326-0132,1.0,2022-2023
I-4712,1102,19920206-0072,2.0,2022-2023
I-4713,1093,19770713-0042,3.0,2022-2023
I-4714,1058,19930508-0061,1.0,2022-2023
I-4715,1034,19920217-0098,2.0,2023-2024
I-4716,1295,19790618-0048,4.0,2023-2024
I-4717,1279,19770224-0058,1.0,2023-2024
I-4718,1190,19900201-0074,2.0,2023-2024
I-4719,1026,19761020-0044,3.0,2023-2024
I-4720,1247,19770713-0042,2.0,2023-2024
I-4721,1194,19751018-0039,2.0,2023-2024
I-4722,1131,19750906-0032,1.0,2023-2024
I-4723,1121,19930709-0100,1.0,2023-2024
I-4724,1051,19900430-0112,4.0,2023-2024
I-4725,1003,19910421-0067,3.0,2023-2024
I-4726,1266,19790426-0049,2.0,2013-2014
I-4727,1017,19920206-0072,3.0,2013-2014
I-4728,1222,19770224-0058,2.0,2013-2014
I-4729,1117,19921123-0108,3.0,2013-2014
I-4730,1072,19931231-0099,1.0,2013-2014
I-4731,1204,19920122-0065,4.0,2013-2014
I-4732,1137,19931226-0118,3.0,2013-2014
I-4733,1121,19901029-0071,3.0,2013-2014
I-4734,1122,19781125-0031,4.0,2013-2014
I-4735,1113,19790618-0048,1.0,2013-2014
I-4736,1073,19781125-0031,4.0,2013-2014
I-4737,1032,19931118-0062,4.0,2014-2015
I-4738,1201,19781217-0053,3.0,2014-2015
I-4739,1149,19750906-0032,3.0,2014-2015
I-4740,1097,19900818-0116,2.0,2014-2015
I-4741,1258,19901002-0085,4.0,2014-2015
I-4742,1214,19901029-0071,2.0,2014-2015
I-4743,1145,19930414-0106,4.0,2014-2015
I-4744,1096,19930906-0110,1.0,2014-2015
I-4745,1153,19760524-0046,1.0,2015-2016
I-4746,1290,19750906-0032,2.0,2015-2016
I-4747,1270,19920602-0073,1.0,2015-2016
I-4748,1152,19760524-0046,4.0,2015-2016
I-4749,1095,19911116-0069,3.0,2015-2016
I-4750,1177,19750906-0032,2.0,2015-2016
I-4751,1114,19761024-0034,4.0,2015-2016
I-4752,1059,19931226-0118,3.0,2015-2016
I-4753,1025,19780815-0047,4.0,2015-2016
I-4754,1290,19931118-0062,1.0,2016-2017
I-4755,1123,19910327-0096,4.0,2016-2017
I-4756,1049,19920206-0072,1.0,2016-2017
I-4757,1030,19901011-0119,3.0,2016-2017
I-4758,1214,19761009-0055,2.0,2016-2017
I-4759,1192,19900801-0130,3.0,2016-2017
I-4760,1068,19770224-0058,2.0,2016-2017
I-4761,1038,19910421-0067,4.0,2016-2017
I-4762,1023,19911116-0069,2.0,2016-2017
I-4763,1211,19750906-0032,3.0,2017-2018
I-4764,1151,19771013-0040,2.0,2017-2018
I-4765,1271,19751018-0039,3.0,2017-2018
I-4766,1210,19901108-0087,4.0,2017-2018
I-4767,1067,19750722-0060,3.0,2017-2018
I-4768,1048,19930829-0082,3.0,2017-2018
I-4769,1161,19900124-0064,3.0,2017-2018
I-4770,1134,19790702-0038,1.0,2017-2018
I-4771,1129,19910404-0102,3.0,2017-2018
I-4772,1112,19790708-0041,4.0,2017-2018
I-4773,1004,19920122-0065,1.0,2017-2018
I-4774,1151,19900511-0134,4.0,2018-2019
I-4775,1089,19770713-0042,4.0,2018-2019
I-4776,1271,19761020-0044,4.0,2018-2019
I-4777,1242,19901026-0111,2.0,2018-2019
I-4778,1206,19750512-0043,3.0,2018-2019
I-4779,1160,19751018-0039,1.0,2018-2019
I-4780,1245,19921127-0120,1.0,2018-2019
I-4781,1207,19930919-0137,2.0,2018-2019
I-4782,1197,19901026-0111,4.0,2018-2019
I-4783,1187,19930709-0100,3.0,2018-2019
I-4784,1143,19931118-0062,4.0,2018-2019
I-4785,1124,19771013-0040,2.0,2018-2019
I-4786,1250,19781130-0054,1.0,2019-2020
I-4787,1024,19750906-0032,2.0,2019-2020
I-4788,1284,19750722-0060,3.0,2019-2020
I-4789,1179,19780317-0052,1.0,2019-2020
I-4790,1004,19781125-0031,4.0,2019-2020
I-4791,1237,19750417-0051,4.0,2019-2020
I-4792,1164,19790426-0049,2.0,2019-2020
I-4793,1153,19790708-0041,1.0,2019-2020
I-4794,1130,19900801-0130,4.0,2019-2020
I-4795,1056,19930302-0135,3.0,2019-2020
I-4796,1037,19900307-0105,1.0,2019-2020
I-4797,1220,19750705-0033,4.0,2020-2021
I-4798,1175,19901029-0071,4.0,2020-2021
I-4799,1278,19920316-0107,4.0,2020-2021
I-4800,1126,19900701-0138,4.0,2020-2021
I-4801,1121,19750220-0037,4.0,2020-2021
I-4802,1284,19781130-0054,3.0,2020-2021
I-4803,1252,19900124-0064,4.0,2020-2021
I-4804,1123,19781125-0031,4.0,2020-2021
I-4805,1109,19750122-0056,4.0,2020-2021
I-4806,1063,19920505-0115,4.0,2020-2021
I-4807,1046,19790618-0048,3.0,2020-2021
I-4808,1163,19751018-0039,4.0,2021-2022
I-4809,1275,19781125-0031,2.0,2021-2022
I-4810,1156,19930709-0100,4.0,2021-2022
I-4811,1069,19930221-0139,4.0,2021-2022
I-4812,1205,19750102-0059,1.0,2021-2022
I-4813,1142,19770224-0058,1.0,2021-2022
I-4814,1101,19900619-0076,2.0,2021-2022
I-4815,1070,19910817-0092,1.0,2021-2022
I-4816,1058,19910214-0084,4.0,2022-2023
I-4817,1206,19790717-0045,3.0,2022-2023
I-4818,1176,19750417-0051,1.0,2022-2023
I-4819,1083,19901026-0111,2.0,2022-2023
I-4820,1267,19900430-0112,4.0,2022-2023
I-4821,1181,19761024-0034,1.0,2022-2023
I-4822,1144,19900723-0126,4.0,2022-2023
I-4823,1063,19780602-0035,4.0,2022-2023
I-4824,1019,19920226-0075,1.0,2022-2023
I-4825,1010,19770224-0058,4.0,2022-2023
I-4826,1261,19750722-0060,1.0,2023-2024
I-4827,1196,19911025-0091,4.0,2023-2024
I-4828,1183,19920826-0088,4.0,2023-2024
I-4829,1119,19750331-0036,4.0,2023-2024
I-4830,1286,19930221-0139,1.0,2023-2024
I-4831,1185,19900511-0134,3.0,2023-2024
I-4832,1093,19921201-0094,2.0,2023-2024
I-4833,1088,19761020-0044,4.0,2023-2024
I-4834,1240,19900701-0138,2.0,2013-2014
I-4835,1138,19750102-0059,2.0,2013-2014
I-4836,1118,19750512-0043,4.0,2013-2014
I-4837,1260,19910514-0068,4.0,2013-2014
I-4838,1243,19910403-0103,2.0,2013-2014
I-4839,1114,19930414-0106,4.0,2013-2014
I-4840,1045,19750331-0036,1.0,2013-2014
I-4841,1042,19770713-0042,2.0,2014-2015
I-4842,1204,19920917-0109,4.0,2014-2015
I-4843,1145,19930906-0110,2.0,2014-2015
I-4844,1081,19931118-0062,4.0,2014-2015
I-4845,1017,19900201-0074,3.0,2014-2015
I-4846,1295,19930709-0100,2.0,2014-2015
I-4847,1267,19781130-0054,1.0,2014-2015
I-4848,1219,19900307-0105,3.0,2014-2015
I-4849,1091,19910403-0131,3.0,2014-2015
I-4850,1043,19790618-0048,1.0,2014-2015
I-4851,1041,19900124-0064,3.0,2014-2015
I-4852,1160,19921218-0101,1.0,2015-2016
I-4853,1297,19911116-0069,3.0,2015-2016
I-4854,1294,19770713-0042,2.0,2015-2016
I-4855,1279,19931203-0066,3.0,2015-2016
I-4856,1272,19780815-0047,2.0,2015-2016
I-4857,1206,19920504-0093,3.0,2015-2016
I-4858,1194,19910403-0131,4.0,2015-2016
I-4859,1135,19930302-0135,3.0,2015-2016
I-4860,1092,19930906-0110,3.0,2015-2016
I-4861,1233,19910327-0096,2.0,2016-2017
I-4862,1242,19931203-0066,1.0,2016-2017
I-4863,1082,19750417-0051,2.0,2016-2017
I-4864,1252,19901002-0085,1.0,2016-2017
I-4865,1224,19750417-0051,4.0,2016-2017
I-4866,1104,19790717-0045,4.0,2016-2017
I-4867,1098,19900801-0130,1.0,2016-2017
I-4868,1087,19750102-0059,4.0,2016-2017
I-4869,1042,19910820-0078,3.0,2016-2017
I-4870,1026,19750512-0043,4.0,2017-2018
I-4871,1209,19750512-0043,3.0,2017-2018
I-4872,1201,19920602-0073,2.0,2017-2018
I-4873,1014,19920122-0065,2.0,2017-2018
I-4874,1266,19920226-0075,4.0,2017-2018
I-4875,1103,19790426-0049,3.0,2017-2018
I-4876,1073,19780424-0057,1.0,2017-2018
I-4877,1037,19930709-0100,1.0,2017-2018
I-4878,1109,19900818-0116,4.0,2018-2019
I-4879,1195,19750705-0033,2.0,2018-2019
I-4880,1070,19921208-0097,2.0,2018-2019
I-4881,1101,19920122-0065,1.0,2018-2019
I-4882,1085,19761020-0044,3.0,2018-2019
I-4883,1057,19750102-0059,1.0,2018-2019
I-4884,1024,19910421-0067,1.0,2018-2019
I-4885,1101,19920316-0107,2.0,2019-2020
I-4886,1297,19920602-0073,4.0,2019-2020
I-4887,1276,19931231-0099,4.0,2019-2020
I-4888,1203,19781125-0031,2.0,2019-2020
I-4889,1122,19930906-0110,1.0,2019-2020
I-4890,1248,19750417-0051,2.0,2019-2020
I-4891,1180,19920505-0115,2.0,2019-2020
I-4892,1177,19770224-0058,2.0,2019-2020
I-4893,1164,19910403-0131,1.0,2019-2020
I-4894,1129,19900128-0095,3.0,2019-2020
I-4895,1094,19760524-0046,1.0,2019-2020
I-4896,1180,19910214-0084,1.0,2020-2021
I-4897,1101,19760108-0050,1.0,2020-2021
I-4898,1035,19910101-0133,4.0,2020-2021
I-4899,1032,19920316-0107,1.0,2020-2021
I-4900,1276,19760524-0046,3.0,2020-2021
I-4901,1267,19910927-0128,1.0,2020-2021
I-4902,1259,19900211-0140,4.0,2020-2021
I-4903,1105,19930906-0110,1.0,2020-2021
I-4904,1100,19750906-0032,1.0,2020-2021
I-4905,1008,19930829-0082,3.0,2020-2021
I-4906,1234,19790618-0048,2.0,2021-2022
I-4907,1053,19920217-0098,3.0,2021-2022
I-4908,1250,19771013-0040,2.0,2021-2022
I-4909,1222,19790618-0048,3.0,2021-2022
I-4910,1215,19750722-0060,2.0,2021-2022
I-4911,1211,19750512-0043,3.0,2021-2022
I-4912,1179,19780317-0052,4.0,2021-2022
I-4913,1155,19750331-0036,2.0,2021-2022
I-4914,1136,19900902-0090,2.0,2021-2022
I-4915,1135,19930302-0135,4.0,2021-2022
I-4916,1110,19751018-0039,3.0,2021-2022
I-4917,1014,19761024-0034,2.0,2021-2022
I-4918,1241,19910403-0103,2.0,2022-2023
I-4919,1211,19901108-0087,2.0,2022-2023
I-4920,1071,19900511-0134,1.0,2022-2023
I-4921,1063,19910327-0096,3.0,2022-2023
I-4922,1266,19790702-0038,1.0,2022-2023
I-4923,1249,19900801-0130,2.0,2022-2023
I-4924,1225,19760524-0046,3.0,2022-2023
I-4925,1208,19900701-0138,4.0,2022-2023
I-4926,1115,19780815-0047,3.0,2022-2023
I-4927,1109,19900119-0104,2.0,2023-2024
I-4928,1218,19761024-0034,4.0,2023-2024
I-4929,1104,19751018-0039,3.0,2023-2024
I-4930,1084,19761024-0034,4.0,2023-2024
I-4931,1250,19771013-0040,4.0,2023-2024
I-4932,1132,19900801-0130,1.0,2023-2024
I-4933,1125,19761024-0034,3.0,2023-2024
I-4934,1126,19920917-0109,1.0,2023-2024
I-4935,1121,19750220-0037,2.0,2023-2024
I-4936,1240,19911025-0091,4.0,2013-2014
I-4937,1036,19771013-0040,1.0,2013-2014
I-4938,1235,19921201-0094,2.0,2013-2014
I-4939,1098,19790618-0048,4.0,2013-2014
I-4940,1256,19781130-0054,4.0,2013-2014
I-4941,1206,19910421-0067,1.0,2013-2014
I-4942,1196,19910921-0136,4.0,2013-2014
I-4943,1129,19900801-0130,2.0,2013-2014
I-4944,1022,19790708-0041,2.0,2013-2014
I-4945,1008,19790708-0041,1.0,2013-2014
I-4946,1221,19930228-0086,1.0,2014-2015
I-4947,1245,19900321-0080,1.0,2014-2015
I-4948,1192,19900317-0083,1.0,2014-2015
I-4949,1137,19930512-0117,2.0,2014-2015
I-4950,1044,19781125-0031,1.0,2014-2015
I-4951,1178,19920826-0088,3.0,2014-2015
I-4952,1165,19900616-0124,1.0,2014-2015
I-4953,1112,19760108-0050,3.0,2014-2015
I-4954,1052,19790708-0041,1.0,2014-2015
I-4955,1237,19930326-0132,4.0,2015-2016
I-4956,1225,19780815-0047,3.0,2015-2016
I-4957,1269,19750512-0043,3.0,2015-2016
I-4958,1248,19910921-0136,1.0,2015-2016
I-4959,1228,19900818-0116,2.0,2015-2016
I-4960,1157,19901002-0085,2.0,2015-2016
I-4961,1293,19770713-0042,2.0,2015-2016
I-4962,1272,19900701-0113,2.0,2015-2016
I-4963,1093,19780424-0057,1.0,2015-2016
I-4964,1065,19920206-0072,2.0,2015-2016
I-4965,1229,19750705-0033,3.0,2016-2017
I-4966,1205,19750220-0037,4.0,2016-2017
I-4967,1194,19900701-0113,1.0,2016-2017
I-4968,1175,19761009-0055,4.0,2016-2017
I-4969,1035,19790702-0038,1.0,2016-2017
I-4970,1266,19750512-0043,1.0,2016-2017
I-4971,1176,19761024-0034,3.0,2016-2017
I-4972,1161,19750722-0060,2.0,2016-2017
I-4973,1017,19781130-0054,2.0,2016-2017
I-4974,1168,19921208-0097,4.0,2017-2018
I-4975,1122,19751018-0039,1.0,2017-2018
I-4976,1247,19761009-0055,1.0,2017-2018
I-4977,1068,19750220-0037,4.0,2017-2018
I-4978,1065,19750122-0056,3.0,2017-2018
I-4979,1186,19790618-0048,3.0,2017-2018
I-4980,1119,19920917-0109,3.0,2017-2018
I-4981,1061,19781125-0031,1.0,2017-2018
I-4982,1038,19751018-0039,1.0,2017-2018
I-4983,1151,19921201-0094,3.0,2018-2019
I-4984,1096,19920217-0098,3.0,2018-2019
I-4985,1132,19900430-0112,2.0,2018-2019
I-4986,1033,19910921-0136,4.0,2018-2019
I-4987,1202,19901026-0111,2.0,2018-2019
I-4988,1137,19920505-0115,1.0,2018-2019
I-4989,1127,19780602-0035,1.0,2018-2019
I-4990,1009,19760108-0050,2.0,2018-2019
I-4991,1260,19900128-0095,1.0,2019-2020
I-4992,1150,19761009-0055,4.0,2019-2020
I-4993,1135,19930919-0137,2.0,2019-2020
I-4994,1021,19900801-0130,2.0,2019-2020
I-4995,1289,19790426-0049,2.0,2019-2020
I-4996,1268,19920217-0098,4.0,2019-2020
I-4997,1249,19771013-0040,2.0,2019-2020
I-4998,1211,19770224-0058,1.0,2019-2020
I-4999,1161,19780602-0035,1.0,2019-2020
I-5000,1084,19760108-0050,3.0,2019-2020
I-5001,1297,19910927-0128,1.0,2020-2021
I-5002,1086,19760108-0050,4.0,2020-2021
I-5003,1275,19900128-0095,1.0,2020-2021
I-5004,1257,19780424-0057,1.0,2020-2021
I-5005,1298,19750705-0033,4.0,2020-2021
I-5006,1285,19750102-0059,1.0,2020-2021
I-5007,1216,19761020-0044,3.0,2020-2021
I-5008,1183,19910404-0102,3.0,2020-2021
I-5009,1139,19931203-0066,3.0,2020-2021
I-5010,1072,19771013-0040,4.0,2020-2021
I-5011,1290,19930906-0110,4.0,2021-2022
I-5012,1216,19771013-0040,3.0,2021-2022
I-5013,1270,19900801-0130,3.0,2021-2022
I-5014,1222,19920917-0109,1.0,2021-2022
I-5015,1142,19780602-0035,3.0,2021-2022
I-5016,1125,19920505-0115,2.0,2021-2022
I-5017,1274,19761009-0055,1.0,2021-2022
I-5018,1214,19770713-0042,3.0,2021-2022
I-5019,1175,19760108-0050,3.0,2021-2022
I-5020,1107,19790702-0038,1.0,2021-2022
I-5021,1017,19780815-0047,1.0,2021-2022
I-5022,1174,19920320-0121,4.0,2022-2023
I-5023,1280,19900909-0123,2.0,2022-2023
I-5024,1281,19920320-0121,4.0,2022-2023
I-5025,1173,19771013-0040,1.0,2022-2023
I-5026,1013,19920505-0115,4.0,2022-2023
I-5027,1291,19750331-0036,3.0,2022-2023
I-5028,1194,19771013-0040,3.0,2022-2023
I-5029,1175,19930326-0132,1.0,2022-2023
I-5030,1048,19901011-0119,4.0,2022-2023
I-5031,1296,19920320-0121,1.0,2023-2024
I-5032,1064,19760524-0046,1.0,2023-2024
I-5033,1171,19780602-0035,3.0,2023-2024
I-5034,1149,19910421-0067,3.0,2023-2024
I-5035,1060,19790702-0038,1.0,2023-2024
I-5036,1045,19931212-0079,3.0,2023-2024
I-5037,1276,19750102-0059,1.0,2023-2024
I-5038,1190,19780602-0035,1.0,2023-2024
I-5039,1180,19761020-0044,2.0,2023-2024
I-5040,1169,19770224-0058,4.0,2023-2024
I-5041,1119,19790717-0045,2.0,2023-2024
I-5042,1055,19750722-0060,2.0,2023-2024
I-5043,1217,19920206-0072,3.0,2013-2014
I-5044,1147,19780815-0047,3.0,2013-2014
I-5045,1065,19781125-0031,3.0,2013-2014
I-5046,1251,19911025-0091,3.0,2013-2014
I-5047,1238,19771013-0040,2.0,2013-2014
I-5048,1202,19780602-0035,2.0,2013-2014
I-5049,1195,19901108-0087,4.0,2013-2014
I-5050,1181,19750417-0051,1.0,2013-2014
I-5051,1089,19900723-0126,4.0,2013-2014
I-5052,1297,19921123-0108,4.0,2014-2015
I-5053,1175,19750417-0051,4.0,2014-2015
I-5054,1148,19750417-0051,1.0,2014-2015
I-5055,1126,19760524-0046,4.0,2014-2015
I-5056,1096,19771013-0040,1.0,2014-2015
I-5057,1289,19920320-0121,1.0,2014-2015
I-5058,1276,19901011-0119,4.0,2014-2015
I-5059,1220,19750122-0056,1.0,2014-2015
I-5060,1057,19900119-0104,2.0,2014-2015
I-5061,1054,19771013-0040,2.0,2014-2015
I-5062,1017,19790426-0049,2.0,2015-2016
I-5063,1232,19920826-0088,1.0,2015-2016
I-5064,1167,19900211-0140,1.0,2015-2016
I-5065,1105,19761024-0034,2.0,2015-2016
I-5066,1272,19920316-0107,4.0,2015-2016
I-5067,1270,19910403-0103,1.0,2015-2016
I-5068,1193,19930906-0110,2.0,2015-2016
I-5069,1153,19920828-0070,4.0,2015-2016
I-5070,1056,19900426-0089,3.0,2015-2016
I-5071,1032,19900616-0124,2.0,2015-2016
I-5072,1265,19790702-0038,2.0,2016-2017
I-5073,1087,19900902-0114,3.0,2016-2017
I-5074,1018,19790717-0045,3.0,2016-2017
I-5075,1004,19910403-0103,4.0,2016-2017
I-5076,1262,19790702-0038,1.0,2016-2017
I-5077,1252,19920504-0093,2.0,2016-2017
I-5078,1117,19910214-0084,4.0,2016-2017
I-5079,1061,19760524-0046,4.0,2016-2017
I-5080,1179,19910822-0122,4.0,2017-2018
I-5081,1094,19761020-0044,2.0,2017-2018
I-5082,1245,19790702-0038,1.0,2017-2018
I-5083,1202,19901026-0111,3.0,2017-2018
I-5084,1075,19921127-0120,4.0,2017-2018
I-5085,1072,19930508-0061,4.0,2017-2018
I-5086,1280,19910421-0067,3.0,2017-2018
I-5087,1255,19750331-0036,1.0,2017-2018
I-5088,1170,19780424-0057,3.0,2017-2018
I-5089,1101,19750417-0051,3.0,2017-2018
I-5090,1085,19920316-0107,4.0,2017-2018
I-5091,1059,19750722-0060,4.0,2017-2018
I-5092,1158,19790618-0048,4.0,2018-2019
I-5093,1292,19761024-0034,3.0,2018-2019
I-5094,1259,19921127-0120,1.0,2018-2019
I-5095,1220,19900426-0089,2.0,2018-2019
I-5096,1132,19790702-0038,1.0,2018-2019
I-5097,1296,19771013-0040,1.0,2018-2019
I-5098,1211,19900426-0089,1.0,2018-2019
I-5099,1204,19921127-0120,2.0,2018-2019
I-5100,1135,19900211-0140,4.0,2018-2019
I-5101,1077,19780602-0035,3.0,2018-2019
I-5102,1004,19900426-0089,3.0,2018-2019
I-5103,1030,19901026-0111,1.0,2019-2020
I-5104,1010,19761009-0055,4.0,2019-2020
I-5105,1287,19750122-0056,3.0,2019-2020
I-5106,1226,19770224-0058,4.0,2019-2020
I-5107,1210,19750906-0032,3.0,2019-2020
I-5108,1085,19900701-0138,1.0,2019-2020
I-5109,1275,19790702-0038,4.0,2019-2020
I-5110,1214,19770713-0042,1.0,2019-2020
I-5111,1151,19901011-0119,2.0,2019-2020
I-5112,1139,19750220-0037,4.0,2019-2020
I-5113,1140,19930512-0117,1.0,2020-2021
I-5114,1127,19900723-0126,1.0,2020-2021
I-5115,1167,19920828-0070,2.0,2020-2021
I-5116,1066,19900723-0126,4.0,2020-2021
I-5117,1238,19921002-0129,1.0,2020-2021
I-5118,1174,19750331-0036,4.0,2020-2021
I-5119,1136,19901011-0119,1.0,2020-2021
I-5120,1049,19770713-0042,1.0,2020-2021
I-5121,1163,19750705-0033,1.0,2021-2022
I-5122,1286,19930616-0127,4.0,2021-2022
I-5123,1216,19760108-0050,3.0,2021-2022
I-5124,1101,19780317-0052,2.0,2021-2022
I-5125,1279,19900317-0083,3.0,2021-2022
I-5126,1222,19790702-0038,4.0,2021-2022
I-5127,1197,19781130-0054,1.0,2021-2022
I-5128,1026,19930919-0137,4.0,2021-2022
I-5129,1202,19900701-0138,2.0,2022-2023
I-5130,1297,19790702-0038,2.0,2022-2023
I-5131,1212,19750331-0036,1.0,2022-2023
I-5132,1273,19910514-0068,3.0,2022-2023
I-5133,1217,19750512-0043,2.0,2022-2023
I-5134,1109,19780424-0057,1.0,2022-2023
I-5135,1074,19910206-0081,2.0,2022-2023
I-5136,1026,19900128-0095,1.0,2022-2023
I-5137,1009,19910404-0102,3.0,2022-2023
I-5138,1260,19750417-0051,3.0,2023-2024
I-5139,1168,19930919-0137,4.0,2023-2024
I-5140,1255,19781217-0053,3.0,2023-2024
I-5141,1185,19921208-0097,3.0,2023-2024
I-5142,1108,19750122-0056,3.0,2023-2024
I-5143,1011,19750906-0032,3.0,2023-2024
I-5144,1280,19921002-0129,4.0,2023-2024
I-5145,1261,19910404-0102,4.0,2023-2024
I-5146,1228,19750906-0032,1.0,2023-2024
I-5147,1184,19750220-0037,1.0,2023-2024
I-5148,1181,19781130-0054,2.0,2023-2024
I-5149,1041,19750906-0032,3.0,2023-2024
I-5150,1205,19750417-0051,2.0,2013-2014
I-5151,1193,19751018-0039,1.0,2013-2014
I-5152,1219,19920828-0070,1.0,2013-2014
I-5153,1186,19781130-0054,3.0,2013-2014
I-5154,1174,19750906-0032,3.0,2013-2014
I-5155,1272,19930508-0061,2.0,2013-2014
I-5156,1229,19910822-0122,2.0,2013-2014
I-5157,1113,19900818-0116,2.0,2013-2014
I-5158,1112,19910820-0078,4.0,2013-2014
I-5159,1053,19790717-0045,4.0,2013-2014
I-5160,1003,19781217-0053,1.0,2013-2014
I-5161,1236,19780815-0047,3.0,2014-2015
I-5162,1168,19930302-0135,2.0,2014-2015
I-5163,1260,19920320-0121,3.0,2014-2015
I-5164,1102,19910820-0078,1.0,2014-2015
I-5165,1067,19910403-0103,3.0,2014-2015
I-5166,1269,19780815-0047,4.0,2014-2015
I-5167,1093,19900211-0140,3.0,2014-2015
I-5168,1043,19761024-0034,2.0,2014-2015
I-5169,1009,19790426-0049,2.0,2014-2015
I-5170,1294,19930508-0061,4.0,2015-2016
I-5171,1160,19780602-0035,1.0,2015-2016
I-5172,1136,19760524-0046,2.0,2015-2016
I-5173,1119,19770713-0042,2.0,2015-2016
I-5174,1266,19790708-0041,1.0,2015-2016
I-5175,1258,19781125-0031,4.0,2015-2016
I-5176,1189,19900317-0083,4.0,2015-2016
I-5177,1179,19770713-0042,2.0,2015-2016
I-5178,1090,19780602-0035,4.0,2015-2016
I-5179,1166,19901219-0125,1.0,2016-2017
I-5180,1040,19910421-0067,3.0,2016-2017
I-5181,1269,19750102-0059,4.0,2016-2017
I-5182,1109,19750331-0036,1.0,2016-2017
I-5183,1004,19780602-0035,1.0,2016-2017
I-5184,1255,19910514-0068,4.0,2016-2017
I-5185,1254,19750722-0060,1.0,2016-2017
I-5186,1182,19930508-0061,3.0,2016-2017
I-5187,1036,19750512-0043,3.0,2016-2017
I-5188,1180,19910817-0092,1.0,2017-2018
I-5189,1142,19900701-0113,2.0,2017-2018
I-5190,1252,19790717-0045,1.0,2017-2018
I-5191,1187,19770713-0042,4.0,2017-2018
I-5192,1033,19901011-0119,2.0,2017-2018
I-5193,1283,19790618-0048,4.0,2017-2018
I-5194,1282,19910514-0068,4.0,2017-2018
I-5195,1245,19750102-0059,3.0,2017-2018
I-5196,1228,19910820-0078,2.0,2017-2018
I-5197,1134,19910817-0092,3.0,2017-2018
I-5198,1075,19780317-0052,3.0,2017-2018
I-5199,1104,19750722-0060,3.0,2018-2019
I-5200,1103,19910514-0068,3.0,2018-2019
I-5201,1287,19930829-0082,3.0,2018-2019
I-5202,1206,19780815-0047,1.0,2018-2019
I-5203,1270,19930302-0135,4.0,2018-2019
I-5204,1267,19930302-0135,3.0,2018-2019
I-5205,1258,19931212-0079,4.0,2018-2019
